name,url,language,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_releases_count,updated_issues_count,closed_issues_count,comment_frequency,dependents_count,criticality_score
MISP,https://github.com/MISP/MISP,PHP,111,0,228,8,51.2,16,2179,533,0.4,2884,0.74518
orm,https://github.com/doctrine/orm,PHP,179,0,846,8,2.2,7,312,178,1.2,10352,0.74335
zoneminder,https://github.com/ZoneMinder/zoneminder,PHP,223,0,281,6,40.5,23,80,54,2.5,2769,0.74245
core,https://github.com/opnsense/core,PHP,75,0,165,7,14.1,36,275,159,3.2,4853,0.74148
Sylius,https://github.com/Sylius/Sylius,PHP,113,0,727,5,31.1,21,465,282,1.1,1142,0.73955
chamilo-lms,https://github.com/chamilo/chamilo-lms,PHP,173,0,157,10,16.2,4,478,220,1.3,12377,0.73654
matomo,https://github.com/matomo-org/matomo,PHP,164,0,323,6,18.1,61,716,498,2.1,522,0.73043
mediawiki,https://github.com/wikimedia/mediawiki,PHP,216,0,783,6,73.3,20,9,9,1.2,2442,0.73006
snipe-it,https://github.com/snipe/snipe-it,PHP,87,1,150,6,14.9,23,882,421,3.5,3022,0.72685
cacti,https://github.com/Cacti/cacti,PHP,227,0,122,7,16.4,8,405,373,2.2,5512,0.72669
WordPress,https://github.com/WordPress/WordPress,PHP,216,0,100,10,42.3,27,10,10,1,20686,0.72649
concrete5,https://github.com/concrete5/concrete5,PHP,151,1,344,7,26.6,2,381,292,1.3,11247,0.72309
amp-wp,https://github.com/ampproject/amp-wp,PHP,64,0,133,8,81.2,27,489,357,2,525,0.72177
grav,https://github.com/getgrav/grav,PHP,78,0,191,8,2.3,30,225,176,1.3,15497,0.72091
backdrop,https://github.com/backdrop/backdrop,PHP,251,0,293,7,4.5,22,182,85,3.6,1216,0.72055
Codeception,https://github.com/Codeception/Codeception,PHP,111,0,768,6,1.6,16,129,87,1.7,3885,0.71652
mail,https://github.com/nextcloud/mail,PHP,95,0,118,6,25.9,53,789,667,2.1,826,0.71381
aws-sdk-php,https://github.com/aws/aws-sdk-php,PHP,104,0,166,6,12.1,227,103,90,1.9,4662,0.71353
database,https://github.com/illuminate/database,PHP,104,0,997,6,11.6,47,3,3,1.7,3940,0.71213
invoiceninja,https://github.com/invoiceninja/invoiceninja,PHP,86,0,162,10,2.9,65,485,436,1.8,1708,0.71179
dokuwiki,https://github.com/splitbrain/dokuwiki,PHP,194,0,1078,5,8,8,126,84,1.8,1123,0.7089
vanilla,https://github.com/vanilla/vanilla,PHP,140,1,176,4,50.1,9,109,76,1.1,28687,0.70867
DoctrineBundle,https://github.com/doctrine/DoctrineBundle,PHP,128,0,266,10,1.9,17,62,57,3.9,1048,0.70817
TYPO3.CMS,https://github.com/TYPO3/TYPO3.CMS,PHP,210,0,977,10,34.6,36,18,18,1.2,135,0.70738
wordpress-develop,https://github.com/WordPress/wordpress-develop,PHP,216,0,117,9,42.2,27,367,242,1,567,0.70723
roundcubemail,https://github.com/roundcube/roundcubemail,PHP,186,0,214,5,8.7,19,232,180,1.8,2500,0.70361
migrations,https://github.com/doctrine/migrations,PHP,131,0,182,13,3.7,9,72,58,1.7,5810,0.70201
humhub,https://github.com/humhub/humhub,PHP,84,0,151,3,17.5,23,424,304,2,4656,0.70156
PHP_CodeSniffer,https://github.com/squizlabs/PHP_CodeSniffer,PHP,174,0,212,11,4.9,5,126,85,1.5,5010,0.70146
http-foundation,https://github.com/symfony/http-foundation,PHP,126,0,443,13,2,52,1,0,1,30608,0.70063
EasyAdminBundle,https://github.com/EasyCorp/EasyAdminBundle,PHP,73,0,310,9,14.3,36,345,224,2,171,0.69909
console,https://github.com/symfony/console,PHP,126,0,329,15,2.1,51,3,1,1,19671,0.69464
cphalcon,https://github.com/phalcon/cphalcon,PHP,111,2,320,9,27.4,7,219,117,1.2,1851,0.69387
symplify,https://github.com/symplify/symplify,PHP,51,0,108,8,30,100,2341,2329,0.3,867,0.69122
panel,https://github.com/pterodactyl/panel,PHP,62,0,111,7,16.9,25,548,444,2.3,550,0.6908
guzzle,https://github.com/guzzle/guzzle,PHP,120,1,387,11,2.4,11,274,235,0.9,2288,0.69062
openemr,https://github.com/openemr/openemr,PHP,192,0,224,6,15.6,3,312,233,2.6,867,0.68836
PHPMailer,https://github.com/PHPMailer/PHPMailer,PHP,151,1,224,7,2,6,120,111,3,6477,0.68762
yii,https://github.com/yiisoft/yii,PHP,151,0,355,8,1.8,2,35,35,2.3,8415,0.6871
cms,https://github.com/statamic/cms,PHP,38,0,97,10,52.1,75,687,463,1.9,185,0.68705
ec-cube,https://github.com/EC-CUBE/ec-cube,PHP,167,0,234,5,5.6,5,155,88,1.7,6710,0.68651
firefly-iii,https://github.com/firefly-iii/firefly-iii,PHP,79,1,115,6,26.7,40,383,341,3.3,412,0.68396
PhpSpreadsheet,https://github.com/PHPOffice/PhpSpreadsheet,PHP,126,0,272,9,5,6,228,120,1.1,1439,0.68335
bagisto,https://github.com/bagisto/bagisto,PHP,31,0,120,4,43.7,8,511,465,1.6,5205,0.6799
drush,https://github.com/drush-ops/drush,PHP,172,0,417,6,3.7,21,97,66,1.9,455,0.67703
Carbon,https://github.com/briannesbitt/Carbon,PHP,101,0,267,9,5.9,29,79,76,1.2,469,0.67664
wp-cli,https://github.com/wp-cli/wp-cli,PHP,113,1,320,11,2.9,6,58,37,1.3,5295,0.67655
monolog,https://github.com/Seldaek/monolog,PHP,120,0,445,10,1.8,6,57,52,1.1,1705,0.67646
passport,https://github.com/laravel/passport,PHP,54,1,151,10,2.9,23,63,61,2.4,4145,0.67615
dependency-injection,https://github.com/symfony/dependency-injection,PHP,126,0,316,14,3.1,52,2,2,1,4674,0.67334
AVideo,https://github.com/WWBN/AVideo,PHP,46,0,60,3,49.7,5,672,530,4.3,2352,0.67314
silverstripe-framework,https://github.com/silverstripe/silverstripe-framework,PHP,164,0,592,8,6.2,1,156,78,2.2,475,0.67283
support,https://github.com/illuminate/support,PHP,105,0,479,9,5.5,47,2,2,0.5,4718,0.67268
rector,https://github.com/rectorphp/rector,PHP,42,0,180,7,54.8,3,825,788,2.2,233,0.67076
pim-community-dev,https://github.com/akeneo/pim-community-dev,PHP,102,0,188,2,59.1,82,816,728,0.8,493,0.66897
core,https://github.com/flarum/core,PHP,73,0,109,8,9.9,4,367,200,1.8,1882,0.66897
installers,https://github.com/composer/installers,PHP,104,1,172,11,0.6,2,47,39,1.4,52021,0.66886
glpi,https://github.com/glpi-project/glpi,PHP,206,0,116,7,18.9,7,529,419,1.2,482,0.66857
CodeIgniter4,https://github.com/codeigniter4/CodeIgniter4,PHP,65,0,243,4,38.2,6,432,373,1.8,481,0.66811
PocketMine-MP,https://github.com/pmmp/PocketMine-MP,PHP,100,0,158,4,15.3,29,221,157,1.4,775,0.6673
phan,https://github.com/phan/phan,PHP,67,0,103,13,13.4,39,148,103,0.5,1385,0.66726
platform,https://github.com/shopware/platform,PHP,33,0,284,2,58.7,24,312,196,2.4,588,0.66611
laravel-medialibrary,https://github.com/spatie/laravel-medialibrary,PHP,70,0,210,7,5.8,66,143,140,1.8,399,0.66553
PHP-Parser,https://github.com/nikic/PHP-Parser,PHP,118,0,109,11,2.1,12,34,26,2,2665,0.66516
YetiForceCRM,https://github.com/YetiForceCompany/YetiForceCRM,PHP,74,0,88,3,36.6,3,464,385,1.4,6898,0.66363
phpbb,https://github.com/phpbb/phpbb,PHP,242,0,298,3,12,8,65,44,1.7,2385,0.66286
common,https://github.com/doctrine/common,PHP,179,1,209,10,1.2,10,17,17,1.5,8155,0.66253
phpseclib,https://github.com/phpseclib/phpseclib,PHP,165,0,118,8,2.7,11,38,21,3.9,1016,0.66235
spotweb,https://github.com/spotweb/spotweb,PHP,120,0,101,6,6.2,5,22,22,4.6,2177,0.66071
sulu,https://github.com/sulu/sulu,PHP,91,0,136,6,9.5,35,293,218,1.4,351,0.65993
mongodb-odm,https://github.com/doctrine/mongodb-odm,PHP,130,0,320,9,1.6,9,57,36,1.9,562,0.65914
core,https://github.com/api-platform/core,PHP,72,0,264,9,5.8,8,285,189,1.5,272,0.65898
forkcms,https://github.com/forkcms/forkcms,PHP,149,1,152,9,8,7,108,74,1.1,2187,0.65871
wp-rocket,https://github.com/wp-media/wp-rocket,PHP,93,0,64,9,12.5,34,427,254,1.7,173,0.65765
revolution,https://github.com/modxcms/revolution,PHP,170,0,240,9,3.3,6,323,243,0.7,560,0.65561
framework-bundle,https://github.com/symfony/framework-bundle,PHP,126,0,627,12,6.7,52,0,0,0,3999,0.65557
drupal,https://github.com/drupal/drupal,PHP,251,0,129,6,28.5,21,2,2,0.5,8537,0.65508
laravel-ide-helper,https://github.com/barryvdh/laravel-ide-helper,PHP,95,0,175,9,2.3,5,136,89,1.8,1123,0.65479
coding-standard,https://github.com/slevomat/coding-standard,PHP,61,0,59,12,10.5,24,80,69,1.8,822,0.65479
polyfill,https://github.com/symfony/polyfill,PHP,94,0,104,13,2,1,42,38,2.8,6612,0.65466
plugins,https://github.com/opnsense/plugins,PHP,67,0,147,6,7.5,24,214,125,2.3,300,0.65441
i-educar,https://github.com/portabilis/i-educar,PHP,144,1,82,6,26.3,19,29,20,0.7,7042,0.65386
ojs,https://github.com/pkp/ojs,PHP,206,0,193,6,35.7,5,99,78,1.3,338,0.65376
hyperf,https://github.com/hyperf/hyperf,PHP,25,0,197,8,27.8,45,507,461,2,54,0.65374
maker-bundle,https://github.com/symfony/maker-bundle,PHP,38,0,115,12,3.3,21,150,97,1.3,1664,0.65351
php-code-coverage,https://github.com/sebastianbergmann/php-code-coverage,PHP,141,0,102,8,7.4,14,31,24,2.4,693,0.65346
http-kernel,https://github.com/symfony/http-kernel,PHP,126,0,360,14,4.3,52,0,0,0,10886,0.65187
infection,https://github.com/infection/infection,PHP,45,0,58,6,7.6,29,151,132,2.1,2180,0.65182
mockery,https://github.com/mockery/mockery,PHP,144,1,202,11,1.6,5,18,8,2.1,5579,0.65152
demo,https://github.com/symfony/demo,PHP,70,0,147,10,1.6,7,49,29,1,6436,0.65082
deployer,https://github.com/deployphp/deployer,PHP,91,0,286,9,5.7,12,281,268,1.7,56,0.65065
horizon,https://github.com/laravel/horizon,PHP,42,0,123,7,4.4,31,66,66,1.7,1896,0.65056
simplesamlphp,https://github.com/simplesamlphp/simplesamlphp,PHP,162,0,199,12,5.9,6,71,32,1.7,346,0.64999
FOSRestBundle,https://github.com/FriendsOfSymfony/FOSRestBundle,PHP,119,0,331,8,3.7,22,23,15,1.7,235,0.64914
sentry-php,https://github.com/getsentry/sentry-php,PHP,109,0,181,11,2,18,65,48,3.1,111,0.64827
server,https://github.com/kaltura/server,PHP,125,0,216,1,35.9,16,507,472,0.2,2834,0.64813
socialite,https://github.com/laravel/socialite,PHP,78,0,108,9,1,10,41,40,2.7,1985,0.6475
timber,https://github.com/timber/timber,PHP,97,0,229,9,2.7,10,97,59,2.3,204,0.6468
osu-web,https://github.com/ppy/osu-web,PHP,65,0,151,4,61.1,57,403,303,1,120,0.64599
serializer,https://github.com/symfony/serializer,PHP,121,0,201,13,1.5,52,2,2,1,3210,0.64573
laravel-permission,https://github.com/spatie/laravel-permission,PHP,64,0,146,7,4,17,120,90,1.5,816,0.64467
wp-graphql,https://github.com/wp-graphql/wp-graphql,PHP,51,0,104,11,9.6,38,204,162,1.7,136,0.64447
boinc,https://github.com/BOINC/boinc,PHP,227,0,175,3,19.5,1,149,76,2.8,1474,0.64438
SuiteCRM,https://github.com/salesagility/SuiteCRM,PHP,88,2,231,5,4.7,15,419,77,0.8,3620,0.64434
pods,https://github.com/pods-framework/pods,PHP,149,0,97,9,12.4,14,162,101,1,233,0.64416
security,https://github.com/symfony/security,PHP,124,0,430,13,2.4,26,0,0,0,7788,0.6432
validator,https://github.com/symfony/validator,PHP,126,0,511,12,3.7,52,0,0,0,4385,0.64318
dusk,https://github.com/laravel/dusk,PHP,49,0,120,6,2.9,26,39,39,1.6,3246,0.6424
github-updater,https://github.com/afragen/github-updater,PHP,91,0,56,10,5.6,24,22,18,3.8,323,0.64205
lighthouse,https://github.com/nuwave/lighthouse,PHP,56,0,136,10,7.8,29,105,76,2,108,0.64154
form,https://github.com/symfony/form,PHP,126,0,444,12,3.5,52,0,0,0,5111,0.64131
ampache,https://github.com/ampache/ampache,PHP,189,0,143,2,20.8,10,171,112,4.3,233,0.6409
givewp,https://github.com/impress-org/givewp,PHP,74,0,84,7,93.2,33,264,228,1.2,34,0.64016
valet,https://github.com/laravel/valet,PHP,57,0,139,10,1.6,17,64,54,3.9,193,0.64002
annotations,https://github.com/doctrine/annotations,PHP,179,1,184,7,1.6,8,29,25,1.8,3774,0.63973
Slim,https://github.com/slimphp/Slim,PHP,125,0,256,10,1.8,5,51,47,1.8,326,0.63963
redaxo,https://github.com/redaxo/redaxo,PHP,128,0,80,6,15.3,5,434,359,2,210,0.63921
mailcow-dockerized,https://github.com/mailcow/mailcow-dockerized,PHP,49,0,187,5,14.5,0,215,159,2.9,1670,0.6382
inventory,https://github.com/magento/inventory,PHP,44,0,194,8,10.3,5,99,51,2.3,374,0.63615
FreshRSS,https://github.com/FreshRSS/FreshRSS,PHP,100,0,145,3,5.3,4,158,105,2.7,1787,0.63598
akaunting,https://github.com/akaunting/akaunting,PHP,43,0,71,6,23.8,26,80,75,0.8,1450,0.63568
grumphp,https://github.com/phpro/grumphp,PHP,71,0,157,11,4.6,12,41,37,1.5,416,0.63552
Elastica,https://github.com/ruflin/Elastica,PHP,124,1,319,12,2.2,3,111,101,1.9,322,0.63549
webtrees,https://github.com/fisharebest/webtrees,PHP,178,0,197,3,19.3,10,141,66,1.5,376,0.63433
lumen-framework,https://github.com/laravel/lumen-framework,PHP,70,0,215,10,1.8,18,36,36,1.7,286,0.63429
laravel-debugbar,https://github.com/barryvdh/laravel-debugbar,PHP,89,0,143,9,1.3,9,65,42,1.2,1379,0.63393
debug_kit,https://github.com/cakephp/debug_kit,PHP,149,0,160,6,2.1,27,40,39,1.9,368,0.63387
laravel-mongodb,https://github.com/jenssegers/laravel-mongodb,PHP,94,0,157,9,2.7,14,67,47,1.9,220,0.633
OpenSID,https://github.com/OpenSID/OpenSID,PHP,56,0,76,4,36,12,436,297,1.9,256,0.63142
CRM,https://github.com/ChurchCRM/CRM,PHP,199,0,62,5,14.9,15,416,320,0.4,759,0.63134
flex,https://github.com/symfony/flex,PHP,51,0,73,13,1.1,5,87,76,1.5,5092,0.63094
espocrm,https://github.com/espocrm/espocrm,PHP,87,0,38,6,27.1,24,100,70,1.9,322,0.63085
silverstripe-cms,https://github.com/silverstripe/silverstripe-cms,PHP,164,0,189,9,1.3,24,53,36,1.3,201,0.63021
textpattern,https://github.com/textpattern/textpattern,PHP,198,0,34,5,18.2,7,96,46,3.6,638,0.62997
platform,https://github.com/orchidsoftware/platform,PHP,50,0,75,7,11.8,130,235,208,0.5,667,0.62881
centreon,https://github.com/centreon/centreon,PHP,176,0,164,1,13.8,13,357,272,0.6,3003,0.62858
paid-memberships-pro,https://github.com/strangerstudios/paid-memberships-pro,PHP,114,0,108,8,11.7,16,87,46,0.5,363,0.6281
Submitty,https://github.com/Submitty/Submitty,PHP,84,0,140,6,14.4,31,268,179,1.3,53,0.62792
Elgg,https://github.com/Elgg/Elgg,PHP,157,0,101,10,4.1,18,71,65,0.4,509,0.62789
platform,https://github.com/ushahidi/platform,PHP,100,1,72,3,3.3,15,284,164,3.1,1935,0.62695
phpdotenv,https://github.com/vlucas/phpdotenv,PHP,97,1,60,11,2.5,24,12,11,1.4,4090,0.62661
web-php,https://github.com/php/web-php,PHP,282,0,290,10,4.5,0,47,40,2.5,254,0.62595
Kunena-Forum,https://github.com/Kunena/Kunena-Forum,PHP,148,0,55,6,18.5,10,299,277,0.5,535,0.62584
elabftw,https://github.com/elabftw/elabftw,PHP,107,0,25,7,12,36,223,170,3.1,99,0.62472
lang,https://github.com/Laravel-Lang/lang,PHP,92,0,556,8,10.5,3,98,98,2.2,17,0.62464
canvas,https://github.com/austintoddj/canvas,PHP,59,0,70,10,15.6,38,65,53,1.8,91,0.62376
doctrine-bridge,https://github.com/symfony/doctrine-bridge,PHP,119,0,200,13,1.6,52,1,0,1,1615,0.62336
shopware,https://github.com/shopware/shopware,PHP,102,0,386,3,4.4,6,29,12,1.4,1799,0.62251
SonataDoctrineORMAdminBundle,https://github.com/sonata-project/SonataDoctrineORMAdminBundle,PHP,112,0,167,9,3.9,14,128,108,1.4,59,0.62241
telescope,https://github.com/laravel/telescope,PHP,29,0,116,8,2.8,24,61,61,1.4,1059,0.62204
phpunit-bridge,https://github.com/symfony/phpunit-bridge,PHP,71,0,95,14,2.3,52,1,1,1,5489,0.62119
laravel-backup,https://github.com/spatie/laravel-backup,PHP,71,0,147,9,1.7,22,37,37,1.4,344,0.62098
laravel-admin,https://github.com/z-song/laravel-admin,PHP,61,0,265,3,4.4,20,319,218,1,408,0.62086
pfsense,https://github.com/pfsense/pfsense,PHP,196,0,494,2,14.8,3,45,39,0.9,1165,0.62046
twig-bundle,https://github.com/symfony/twig-bundle,PHP,126,0,168,12,0.6,52,1,1,1,1988,0.61901
Behat,https://github.com/Behat/Behat,PHP,128,2,156,7,1.5,5,26,14,1.9,4895,0.61897
phinx,https://github.com/cakephp/phinx,PHP,110,0,319,8,4.5,8,84,54,1.2,69,0.61892
voyager,https://github.com/the-control-group/voyager,PHP,51,0,383,7,2.4,4,219,165,1.1,290,0.61867
SemanticMediaWiki,https://github.com/SemanticMediaWiki/SemanticMediaWiki,PHP,175,0,134,6,9.9,9,79,49,1.3,205,0.61856
php-github-api,https://github.com/KnpLabs/php-github-api,PHP,132,0,243,12,2,8,48,41,1.4,104,0.61837
security-core,https://github.com/symfony/security-core,PHP,89,0,201,13,2.4,52,2,2,1,763,0.61796
Froxlor,https://github.com/Froxlor/Froxlor,PHP,133,0,146,5,3.3,14,27,22,2.4,344,0.61796
CodeIgniter,https://github.com/bcit-ci/CodeIgniter,PHP,175,6,595,9,1.2,3,28,4,1.4,3917,0.61745
browser-kit,https://github.com/symfony/browser-kit,PHP,126,0,125,13,0.6,52,1,1,1,2747,0.6167
swiftmailer,https://github.com/swiftmailer/swiftmailer,PHP,160,0,178,11,0.6,5,23,12,0.7,1889,0.61603
elasticsearch-php,https://github.com/elastic/elasticsearch-php,PHP,93,0,142,10,2.8,10,45,35,2.6,79,0.61585
uuid,https://github.com/ramsey/uuid,PHP,103,2,84,9,4.3,12,28,13,1.8,1693,0.61534
app,https://github.com/cakephp/app,PHP,190,0,184,7,1.1,9,17,15,0.9,1487,0.61495
clockwork,https://github.com/itsgoingd/clockwork,PHP,92,0,76,10,2.9,17,54,38,2.1,151,0.61467
rust,https://github.com/rust-lang/rust,Rust,128,0,3971,6,282.8,13,4959,3128,5.1,85281,0.98
servo,https://github.com/servo/servo,Rust,108,0,1255,7,43,1,406,316,4.8,390296,0.87776
cargo,https://github.com/rust-lang/cargo,Rust,83,0,745,10,17.1,8,466,238,3.7,7477,0.80348
rust-clippy,https://github.com/rust-lang/rust-clippy,Rust,74,0,543,5,37.3,29,723,434,3.6,1383,0.77061
tokio,https://github.com/tokio-rs/tokio,Rust,54,0,406,6,11.9,26,532,444,2.1,2133,0.73308
rust-analyzer,https://github.com/rust-analyzer/rust-analyzer,Rust,37,0,342,4,93.3,55,1335,949,2.7,510,0.73011
tock,https://github.com/tock/tock,Rust,68,0,134,9,36,7,240,169,3.2,2614,0.72629
tikv,https://github.com/tikv/tikv,Rust,61,0,285,4,20.3,34,1105,745,4.1,507,0.7223
libc,https://github.com/rust-lang/libc,Rust,73,0,434,3,8,13,186,123,4.8,2914,0.713
rustfmt,https://github.com/rust-lang/rustfmt,Rust,72,0,362,8,5.8,18,232,171,2.3,354,0.69023
alacritty,https://github.com/alacritty/alacritty,Rust,59,0,325,4,6.6,19,569,455,3.4,562,0.68981
webrender,https://github.com/servo/webrender,Rust,64,0,166,4,21.5,1,87,86,4.8,10025,0.68969
substrate,https://github.com/paritytech/substrate,Rust,38,0,205,3,35.8,14,708,529,3.4,784,0.68584
solana,https://github.com/solana-labs/solana,Rust,35,0,108,3,77.8,143,2042,1835,1.4,746,0.67903
actix-web,https://github.com/actix/actix-web,Rust,40,0,272,6,6.6,59,188,143,2,853,0.67306
wasmtime,https://github.com/bytecodealliance/wasmtime,Rust,60,0,233,5,36.6,9,360,259,2.1,310,0.67232
crates.io,https://github.com/rust-lang/crates.io,Rust,79,0,238,4,31.3,0,381,321,3.8,1186,0.67136
hyper,https://github.com/hyperium/hyper,Rust,77,0,276,9,2.2,11,113,92,1.9,883,0.67021
wasmer,https://github.com/wasmerio/wasmer,Rust,27,0,67,7,68,16,391,316,3.5,277,0.66874
habitat,https://github.com/habitat-sh/habitat,Rust,68,0,185,7,34.1,13,154,130,1.8,241,0.66856
serde,https://github.com/serde-rs/serde,Rust,87,0,144,7,2.2,14,76,20,1.1,7237,0.65934
rust-openssl,https://github.com/sfackler/rust-openssl,Rust,110,0,261,6,3.9,13,91,73,1.5,713,0.65665
rustup,https://github.com/rust-lang/rustup,Rust,64,0,310,4,7.2,10,225,167,3.3,315,0.65648
clap,https://github.com/clap-rs/clap,Rust,71,0,288,5,10.6,3,141,91,2.5,854,0.6555
pyo3,https://github.com/PyO3/pyo3,Rust,73,0,121,9,12.8,15,174,131,2.8,97,0.6537
stacks-blockchain,https://github.com/blockstack/stacks-blockchain,Rust,76,0,80,5,57.5,19,432,319,1.7,98,0.64493
json,https://github.com/serde-rs/json,Rust,68,0,86,8,4.6,17,40,23,1.2,3600,0.64385
winit,https://github.com/rust-windowing/winit,Rust,78,0,299,7,3.2,13,130,74,3.7,66,0.64287
vector,https://github.com/timberio/vector,Rust,28,0,105,6,45.2,12,1957,1389,1.5,80,0.63796
bat,https://github.com/sharkdp/bat,Rust,33,0,226,3,16.2,10,318,265,2.6,441,0.63758
rand,https://github.com/rust-random/rand,Rust,127,0,224,2,3.9,13,48,39,3.8,825,0.63468
starship,https://github.com/starship/starship,Rust,21,0,202,5,11,27,388,262,1.8,225,0.6322
nix,https://github.com/nix-rust/nix,Rust,78,0,257,5,2.8,4,93,48,3.1,573,0.63199
diesel,https://github.com/diesel-rs/diesel,Rust,65,0,217,9,8.6,2,146,106,2.1,194,0.63191
image,https://github.com/image-rs/image,Rust,80,0,206,6,6.3,4,88,58,2.2,420,0.63003
amethyst,https://github.com/amethyst/amethyst,Rust,61,1,322,6,9.6,5,163,82,1.5,470,0.62648
coreutils,https://github.com/uutils/coreutils,Rust,90,0,209,8,10.9,2,102,82,1.4,212,0.62376
cbindgen,https://github.com/eqrion/cbindgen,Rust,47,0,84,6,4,15,76,58,2.3,1044,0.62353
chrono,https://github.com/chronotope/chrono,Rust,82,0,106,10,2,8,41,21,1.4,1121,0.62329
core-foundation-rs,https://github.com/servo/core-foundation-rs,Rust,107,0,138,7,1.4,7,24,21,4.5,286,0.62261
firecracker,https://github.com/firecracker-microvm/firecracker,Rust,39,0,143,5,17.4,11,335,254,1.3,222,0.62038
wasm-bindgen,https://github.com/rustwasm/wasm-bindgen,Rust,37,1,241,4,3.6,13,135,86,2.7,1005,0.62017
futures-rs,https://github.com/rust-lang/futures-rs,Rust,59,0,265,5,3.7,7,225,88,0.8,813,0.61961
gfx,https://github.com/gfx-rs/gfx,Rust,87,0,257,6,6.4,0,212,168,2.3,311,0.61888
reqwest,https://github.com/seanmonstar/reqwest,Rust,55,0,180,4,2.5,9,118,67,1.7,1395,0.61788
polkadot,https://github.com/paritytech/polkadot,Rust,35,0,100,3,16.9,48,482,397,1.9,210,0.61653
ripgrep,https://github.com/BurntSushi/ripgrep,Rust,59,1,273,5,3.7,4,84,59,2.6,866,0.6161
rust-url,https://github.com/servo/rust-url,Rust,88,0,132,7,1.7,11,27,17,1.7,901,0.61563
regex,https://github.com/rust-lang/regex,Rust,74,0,144,4,1.6,19,41,28,1.5,1846,0.61491
Rocket,https://github.com/SergioBenitez/Rocket,Rust,59,0,186,7,4,4,131,86,2.1,243,0.61425
nushell,https://github.com/nushell/nushell,Rust,20,0,188,7,18.8,18,302,207,1.5,60,0.61382
gleam,https://github.com/gleam-lang/gleam,Rust,55,0,49,11,17.5,23,137,89,1.5,70,0.61129
miri,https://github.com/rust-lang/miri,Rust,62,0,82,4,20,0,103,90,5.1,672,0.61123
diem,https://github.com/diem/diem,Rust,21,0,197,3,97.7,2,925,825,4.3,22,0.60829
time,https://github.com/time-rs/time,Rust,75,0,18,8,5.9,22,25,21,6.3,205,0.60797
syn,https://github.com/dtolnay/syn,Rust,53,0,70,5,8.3,45,52,45,0.6,1661,0.60709
i3status-rust,https://github.com/greshake/i3status-rust,Rust,45,0,158,6,9.9,6,236,208,2,88,0.60659
trust-dns,https://github.com/bluejekyll/trust-dns,Rust,66,0,109,7,5.6,9,152,128,2.6,67,0.60657
tree-sitter,https://github.com/tree-sitter/tree-sitter,Rust,87,0,91,4,7.6,11,132,77,1.7,339,0.60523
git2-rs,https://github.com/rust-lang/git2-rs,Rust,78,0,177,5,2.1,21,35,23,1.5,381,0.60486
cc-rs,https://github.com/alexcrichton/cc-rs,Rust,75,1,169,6,1.3,20,30,22,1.6,970,0.60435
sccache,https://github.com/mozilla/sccache,Rust,84,0,104,7,3.6,2,105,75,1.6,632,0.60349
wgpu,https://github.com/gfx-rs/wgpu,Rust,28,0,93,8,9.2,2,212,159,2.2,350,0.60159
MeiliSearch,https://github.com/meilisearch/MeiliSearch,Rust,33,0,43,7,11.8,22,232,166,2.3,113,0.60102
rustlings,https://github.com/rust-lang/rustlings,Rust,64,0,160,3,4.6,7,87,71,1.9,714,0.60072
tracing,https://github.com/tokio-rs/tracing,Rust,28,0,126,7,6.9,4,191,123,1.5,438,0.59995
materialize,https://github.com/MaterializeInc/materialize,Rust,37,0,44,4,69,18,1076,708,1,73,0.59839
indy-sdk,https://github.com/hyperledger/indy-sdk,Rust,46,0,178,6,7.8,3,162,80,0.8,508,0.59722
bevy,https://github.com/bevyengine/bevy,Rust,14,0,166,6,25.4,4,655,474,2.9,35,0.59712
shadowsocks-rust,https://github.com/shadowsocks/shadowsocks-rust,Rust,76,0,34,5,10.4,27,89,78,5.3,35,0.59656
sqlx,https://github.com/launchbadge/sqlx,Rust,19,0,123,7,23,15,319,210,1.8,34,0.59651
ckb,https://github.com/nervosnetwork/ckb,Rust,36,0,34,3,13.4,46,168,154,3.3,327,0.59508
wrangler,https://github.com/cloudflare/wrangler,Rust,22,0,63,6,9.1,25,213,125,1.4,305,0.59504
grin,https://github.com/mimblewimble/grin,Rust,51,0,165,5,3.8,21,106,82,1.3,134,0.59402
tokei,https://github.com/XAMPPRocky/tokei,Rust,68,0,169,5,6.2,14,58,41,0.9,180,0.59002
libhermit-rs,https://github.com/hermitcore/libhermit-rs,Rust,69,0,19,6,9.3,21,41,34,4,187,0.58989
lighthouse,https://github.com/sigp/lighthouse,Rust,30,0,74,2,14.7,27,565,432,2.3,150,0.58945
rust-postgres,https://github.com/sfackler/rust-postgres,Rust,91,0,89,5,2,26,77,59,2,100,0.58841
rayon,https://github.com/rayon-rs/rayon,Rust,76,1,113,7,1.8,7,27,14,3.3,404,0.58833
tarpaulin,https://github.com/xd009642/tarpaulin,Rust,45,0,62,7,8.7,20,97,75,1.4,115,0.58739
crossbeam,https://github.com/crossbeam-rs/crossbeam,Rust,69,0,109,6,2.7,3,74,42,1.8,492,0.58723
jormungandr,https://github.com/input-output-hk/jormungandr,Rust,27,0,46,8,38.8,23,356,306,0.5,59,0.58612
cargo-make,https://github.com/sagiegurari/cargo-make,Rust,43,0,32,6,5.8,31,48,45,3.3,191,0.58584
application-services,https://github.com/mozilla/application-services,Rust,34,0,72,4,12.8,53,343,162,0.8,185,0.58238
